ENST00000263100.8	A1BG	NM_130786.4
ENST00000260950.5	MSTN	NM_005259.3
ENST00000245564.8	MSTO1	NM_018116.4
ENST00000382723.5	MSX1	NM_002448.3
ENST00000239243.7	MSX2	NM_002449.5
ENST00000290705.12	MT1A	NM_005946.3
ENST00000334346.3	MT1B	NM_005947.3
ENST00000330439.7	MT1E	NM_001363555.2
ENST00000334350.7	MT1F	NM_005949.4
ENST00000379811.4	MT1G	NM_001301267.2
ENST00000332374.5	MT1H	NM_005951.2
ENST00000464121.3	MT1HL1	NM_001276687.2
ENST00000379818.4	MT1M	NM_176870.3
ENST00000394485.5	MT1X	NM_005952.4
ENST00000245185.6	MT2A	NM_005953.5
ENST00000200691.5	MT3	NM_005954.4
ENST00000219162.4	MT4	NM_032935.3
ENST00000331320.12	MTA1	NM_004689.4
ENST00000278823.7	MTA2	NM_004739.4
ENST00000405094.2	MTA3	NM_001330442.2
ENST00000644715.2	MTAP	NM_002451.4
ENST00000366910.10	MTARC1	NM_022746.4
ENST00000366913.8	MTARC2	NM_017898.5
ENST00000305949.6	MTBP	NM_022045.5
ENST00000373627.10	MTCH1	NM_001271641.2
ENST00000302503.8	MTCH2	NM_014342.4
ENST00000369476.8	MTCP1	NM_001018025.4
ENST00000336273.8	MTDH	NM_178812.4
ENST00000351870.8	MTERF1	NM_006980.5
ENST00000240050.9	MTERF2	NM_001033050.3
ENST00000287025.4	MTERF3	NM_015942.5
ENST00000391980.7	MTERF4	NM_182501.4
ENST00000373036.5	MTF1	NM_005955.3
ENST00000370298.9	MTF2	NM_007358.4
ENST00000220058.9	MTFMT	NM_139242.4
ENST00000266263.10	MTFP1	NM_016498.5
ENST00000262146.9	MTFR1	NM_014637.4
ENST00000374303.7	MTFR1L	NM_001099625.2
ENST00000420702.6	MTFR2	NM_001099286.3
ENST00000317502.11	MTG1	NM_138384.4
ENST00000370823.8	MTG2	NM_015666.4
ENST00000652337.1	MTHFD1	NM_005956.4
ENST00000367321.8	MTHFD1L	NM_015440.5
ENST00000394053.7	MTHFD2	NM_006636.4
ENST00000376590.9	MTHFR	NM_005957.5
ENST00000258874.4	MTHFS	NM_006441.4
ENST00000360900.11	MTHFSD	NM_001159377.2
ENST00000263629.9	MTIF2	NM_002453.3
ENST00000381120.8	MTIF3	NM_152912.5
ENST00000611969.5	MTLN	NM_001384134.1
ENST00000370396.7	MTM1	NM_000252.3
ENST00000445323.7	MTMR1	NM_001306144.3
ENST00000435680.6	MTMR10	NM_017762.3
ENST00000439741.4	MTMR11	NM_001145862.2
ENST00000382142.8	MTMR12	NM_001040446.3
ENST00000296003.9	MTMR14	NM_001077525.3
ENST00000346299.10	MTMR2	NM_016156.6
ENST00000401950.7	MTMR3	NM_021090.4
ENST00000381801.6	MTMR6	NM_004685.5
ENST00000180173.10	MTMR7	NM_004686.5
ENST00000374852.4	MTMR8	NM_017677.4
ENST00000221086.8	MTMR9	NM_015458.4
ENST00000307161.5	MTNR1A	NM_005958.4
ENST00000257068.3	MTNR1B	NM_005959.5
ENST00000498286.6	MTO1	NM_012123.4
ENST00000361445.9	MTOR	NM_004958.4
ENST00000263063.9	MTPAP	NM_018109.4
ENST00000393085.4	MTPN	NM_145808.4
ENST00000366577.10	MTR	NM_000254.3
ENST00000311381.8	MTRES1	NM_016487.5
ENST00000230640.10	MTREX	NM_015360.5
ENST00000379480.9	MTRF1	NM_004294.4
ENST00000367233.10	MTRF1L	NM_019041.7
ENST00000540040.3	MTRNR2L1	NM_001190452.2
ENST00000545075.3	MTRNR2L10	NM_001190708.2
ENST00000543500.3	MTRNR2L3	NM_001190472.2
ENST00000399974.5	MTRNR2L4	NM_001190476.2
ENST00000512524.4	MTRNR2L5	NM_001190478.2
ENST00000536684.3	MTRNR2L8	NM_001190702.2
ENST00000440940.7	MTRR	NM_002454.3
ENST00000518547.6	MTSS1	NM_014751.6
ENST00000338779.11	MTSS2	NM_138383.3
ENST00000265517.10	MTTP	NM_001386140.1
ENST00000324453.13	MTURN	NM_152793.3
ENST00000612955.6	MTUS2	NM_001033602.4
ENST00000368376.8	MTX1	NM_002455.5
ENST00000249442.11	MTX2	NM_006554.5
ENST00000512528.3	MTX3	NM_001363818.2
ENST00000616727.4	MUC13	NM_033049.4
ENST00000529533.6	MUC15	NM_001135091.2
ENST00000306151.9	MUC17	NM_001040105.2
ENST00000447234.7	MUC20	NM_001282506.2
ENST00000376296.3	MUC21	NM_001010909.5
ENST00000379458.9	MUC3A	NM_005960.2
ENST00000463781.8	MUC4	NM_018406.7
ENST00000621226.2	MUC5AC	NM_001304359.2
ENST00000529681.5	MUC5B	NM_002458.3
ENST00000421673.7	MUC6	NM_005961.3
ENST00000304887.6	MUC7	NM_152291.3
ENST00000308796.11	MUCL1	NM_058173.3
ENST00000462446.6	MUCL3	NM_080870.4
ENST00000264198.5	MUL1	NM_024544.3
ENST00000308110.9	MUS81	NM_025128.5
ENST00000374448.9	MUSK	NM_005592.4
ENST00000446157.3	MUSTN1	NM_205853.4
ENST00000456914.7	MUTYH	NM_001048174.2
ENST00000317040.12	MVB12A	NM_138401.4
ENST00000361171.8	MVB12B	NM_033446.3
ENST00000301012.8	MVD	NM_002461.3
ENST00000228510.8	MVK	NM_000431.4
ENST00000357402.10	MVP	NM_005115.5
ENST00000398598.8	MX1	NM_002462.5
ENST00000330714.8	MX2	NM_002463.2
ENST00000264444.7	MXD1	NM_002357.4
ENST00000337190.7	MXD4	NM_006454.3
ENST00000332674.9	MXI1	NM_130439.3
ENST00000217939.7	MXRA5	NM_015419.4
ENST00000309212.11	MXRA8	NM_032348.4
ENST00000391770.9	MYADM	NM_138373.5
ENST00000409745.2	MYADML2	NM_001145113.3
ENST00000341911.10	MYB	NM_001130173.2
ENST00000254718.9	MYBBP1A	NM_014520.4
ENST00000217026.5	MYBL2	NM_002466.4
ENST00000361466.7	MYBPC1	NM_002465.4
ENST00000357701.6	MYBPC2	NM_004533.4
ENST00000545968.6	MYBPC3	NM_000256.3
ENST00000255416.9	MYBPH	NM_004997.3
ENST00000357155.2	MYBPHL	NM_001010985.3
ENST00000621592.8	MYC	NM_002467.6
ENST00000397572.5	MYCBP	NM_012333.5
ENST00000544440.7	MYCBP2	NM_015057.5
ENST00000323776.11	MYCBPAP	NM_032133.6
ENST00000372816.3	MYCL	NM_001033081.3
ENST00000281043.4	MYCN	NM_005378.6
ENST00000650905.2	MYD88	NM_002468.5
ENST00000262947.8	MYDGF	NM_019107.4
ENST00000324324.12	MYEF2	NM_016132.5
ENST00000441339.3	MYEOV	NM_001293291.2
ENST00000228644.4	MYF5	NM_005593.3
ENST00000228641.4	MYF6	NM_002469.3
ENST00000267103.10	MYG1	NM_021640.4
ENST00000226207.6	MYH1	NM_005963.4
ENST00000360416.8	MYH10	NM_001256012.3
ENST00000300036.6	MYH11	NM_002474.3
ENST00000252172.9	MYH13	NM_003802.3
ENST00000642316.2	MYH14	NM_001145809.2
ENST00000245503.10	MYH2	NM_017534.6
ENST00000583535.6	MYH3	NM_002470.4
ENST00000255381.2	MYH4	NM_017533.2
ENST00000405093.9	MYH6	NM_002471.4
ENST00000355349.4	MYH7	NM_000257.4
ENST00000403437.2	MYH8	NM_002472.3
ENST00000216181.11	MYH9	NM_002473.6
ENST00000352451.4	MYL1	NM_079420.3
ENST00000223167.5	MYL10	NM_138403.5
ENST00000217652.8	MYL12A	NM_006471.4
ENST00000237500.10	MYL12B	NM_033546.4
ENST00000228841.15	MYL2	NM_000432.4
ENST00000292327.6	MYL3	NM_000258.3
ENST00000393450.5	MYL4	NM_002476.2
ENST00000550697.6	MYL6	NM_021019.5
ENST00000223364.7	MYL7	NM_021223.3
ENST00000279022.7	MYL9	NM_006097.5
ENST00000356840.8	MYLIP	NM_013262.4
ENST00000360304.8	MYLK	NM_053025.4
ENST00000375985.5	MYLK2	NM_033118.4
ENST00000394809.9	MYLK3	NM_182493.3
ENST00000274643.9	MYLK4	NM_001012418.5
ENST00000322861.12	MYLPF	NM_013292.5
ENST00000339996.4	MYMK	NM_001080483.3
ENST00000573382.3	MYMX	NM_001315494.2
ENST00000349841.10	MYNN	NM_018657.5
ENST00000513610.6	MYO10	NM_012334.3
ENST00000647165.2	MYO15A	NM_016239.4
ENST00000457511.7	MYO16	NM_001198950.3
ENST00000527372.7	MYO18A	NM_078471.4
ENST00000335473.12	MYO18B	NM_032608.7
ENST00000614623.5	MYO19	NM_001163735.2
ENST00000300119.8	MYO1A	NM_005379.4
ENST00000392318.8	MYO1B	NM_001130158.3
ENST00000648651.1	MYO1C	NM_001080779.2
ENST00000318217.10	MYO1D	NM_015194.3
ENST00000288235.9	MYO1E	NM_004998.4
ENST00000644032.2	MYO1F	NM_012335.4
ENST00000258787.12	MYO1G	NM_033054.3
ENST00000642920.2	MYO3A	NM_017433.5
ENST00000408978.9	MYO3B	NM_138995.5
ENST00000399233.7	MYO5A	NM_001382347.1
ENST00000285039.12	MYO5B	NM_001080467.3
ENST00000261839.12	MYO5C	NM_018728.4
ENST00000369977.8	MYO6	NM_004999.4
ENST00000409709.9	MYO7A	NM_000260.4
ENST00000356056.10	MYO9A	NM_006901.4
ENST00000037502.11	MYOC	NM_000261.2
ENST00000425538.6	MYOCD	NM_001146312.3
ENST00000250003.4	MYOD1	NM_002478.5
ENST00000359263.9	MYOF	NM_013451.4
ENST00000241651.5	MYOG	NM_002479.6
ENST00000356443.9	MYOM1	NM_003803.4
ENST00000262113.9	MYOM2	NM_003970.4
ENST00000374434.4	MYOM3	NM_152372.4
ENST00000297625.8	MYORG	NM_020702.5
ENST00000239926.9	MYOT	NM_006790.3
ENST00000359322.5	MYOZ1	NM_021245.4
ENST00000307128.6	MYOZ2	NM_016599.5
ENST00000517768.6	MYOZ3	NM_001122853.3
ENST00000358913.10	MYPN	NM_032578.4
ENST00000322217.6	MYPOP	NM_001012643.4
ENST00000278836.10	MYRF	NM_001127392.3
ENST00000552032.7	MYRFL	NM_182530.3
ENST00000302541.11	MYRIP	NM_015460.4
ENST00000472487.6	MYSM1	NM_001085487.3
ENST00000328439.6	MYT1	NM_004535.3
ENST00000647738.2	MYT1L	NM_001303052.2
ENST00000267853.10	MYZAP	NM_001018100.5
ENST00000302125.9	MZB1	NM_016459.4
ENST00000215057.7	MZF1	NM_198055.2
ENST00000377818.4	MZT1	NM_001071775.3
ENST00000309451.7	MZT2A	NM_001085365.2
ENST00000281871.11	MZT2B	NM_025029.5
ENST00000262384.4	N4BP1	NM_153029.4
ENST00000261435.11	N4BP2	NM_018177.6
ENST00000380130.7	N4BP2L1	NM_052818.3
ENST00000274605.6	N4BP3	NM_015111.2
ENST00000303775.10	N6AMT1	NM_013240.6
ENST00000464845.6	NAA10	NM_003491.4
ENST00000286794.5	NAA11	NM_032693.3
ENST00000296543.10	NAA15	NM_057175.5
ENST00000379406.8	NAA16	NM_024561.5
ENST00000334982.9	NAA20	NM_016100.5
ENST00000261745.9	NAA25	NM_024953.4
ENST00000556492.6	NAA30	NM_001011713.3
ENST00000361671.10	NAA35	NM_024635.4
ENST00000377793.9	NAA40	NM_024771.4
ENST00000240922.8	NAA50	NM_025146.4
ENST00000407558.9	NAA60	NM_001083601.3
ENST00000443094.3	NAA80	NM_001200016.2
ENST00000286733.9	NAAA	NM_014435.4
ENST00000534061.6	NAALAD2	NM_005467.4
ENST00000358658.8	NAALADL1	NM_005468.3
ENST00000454872.6	NAALADL2	NM_207015.3
ENST00000337386.10	NAB1	NM_005966.4
ENST00000300131.8	NAB2	NM_005967.4
ENST00000425611.9	NABP1	NM_001031716.5
ENST00000267023.9	NABP2	NM_024068.4
ENST00000454682.6	NACA	NM_001365896.1
ENST00000521764.3	NACA2	NM_199290.4
ENST00000490531.3	NACAD	NM_001146334.2
ENST00000292431.5	NACC1	NM_052876.4
ENST00000277554.4	NACC2	NM_144653.5
ENST00000341426.9	NADK	NM_023018.5
ENST00000381937.9	NADK2	NM_001085411.3
ENST00000319023.7	NADSYN1	NM_018161.5
ENST00000290810.8	NAE1	NM_003905.4
ENST00000274054.3	NAF1	NM_138386.3
ENST00000396398.8	NAGA	NM_000262.3
ENST00000244204.11	NAGK	NM_017567.6
ENST00000225927.7	NAGLU	NM_000263.4
ENST00000312251.8	NAGPA	NM_016256.4
ENST00000293404.8	NAGS	NM_153006.3
ENST00000373078.5	NAIF1	NM_197956.4
ENST00000517649.6	NAIP	NM_004536.3
ENST00000251127.11	NALCN	NM_052867.4
ENST00000222553.8	NAMPT	NM_005746.3
ENST00000229307.9	NANOG	NM_024865.4
ENST00000382119.1	NANOGNB	NM_001145465.1
ENST00000528386.4	NANOGP8	NM_001355281.2
ENST00000425699.3	NANOS1	NM_199461.4
ENST00000341294.4	NANOS2	NM_001029861.3
ENST00000304788.4	NANP	NM_152667.3
ENST00000210444.6	NANS	NM_018946.4
ENST00000618691.5	NAP1L1	NM_004537.7
ENST00000373517.4	NAP1L2	NM_021963.4
ENST00000373079.4	NAP1L3	NM_004538.6
ENST00000380542.9	NAP1L4	NM_005969.4
ENST00000323061.7	NAP1L5	NM_153757.4
ENST00000263354.8	NAPA	NM_003827.4
ENST00000377026.4	NAPB	NM_022080.3
ENST00000465647.6	NAPEPLD	NM_001122838.3
ENST00000322897.11	NAPG	NM_003826.3
ENST00000449291.7	NAPRT	NM_145201.6
ENST00000253719.7	NAPSA	NM_004851.3
ENST00000309794.16	NARF	NM_012336.4
ENST00000256854.10	NARS1	NM_004539.4
ENST00000281038.10	NARS2	NM_024678.6
ENST00000350030.8	NASP	NM_002482.4
ENST00000307719.9	NAT1	NM_000662.8
ENST00000257829.8	NAT10	NM_024662.3
ENST00000205194.5	NAT14	NM_020378.4
ENST00000300303.7	NAT16	NM_198571.3
ENST00000286479.4	NAT2	NM_000015.3
ENST00000272425.4	NAT8	NM_003960.4
ENST00000423729.3	NAT8L	NM_178557.4
ENST00000357814.8	NAT9	NM_015654.5
ENST00000611551.1	NATD1	NM_152914.3
ENST00000349880.9	NAV2	NM_145117.5
ENST00000397909.7	NAV3	NM_001024383.2
ENST00000680254.1	NAXD	NM_001242882.2
ENST00000368235.8	NAXE	NM_144772.3
ENST00000281513.10	NBAS	NM_015909.4
ENST00000374922.9	NBDY	NM_001348129.2
ENST00000379939.7	NBEA	NM_001385012.1
ENST00000450053.8	NBEAL2	NM_015175.3
ENST00000375136.8	NBL1	NM_005380.8
ENST00000265433.8	NBN	NM_002485.5
ENST00000318249.10	NBPF3	NM_032264.6
ENST00000590996.6	NBR1	NM_005899.5
ENST00000220931.11	NCALD	NM_032041.3
ENST00000316851.12	NCAM1	NM_181351.5
ENST00000400546.6	NCAM2	NM_004540.5
ENST00000252575.11	NCAN	NM_004386.3
ENST00000315579.10	NCAPD2	NM_014865.4
ENST00000534548.7	NCAPD3	NM_015261.3
ENST00000251496.7	NCAPG	NM_022346.5
ENST00000356309.8	NCAPG2	NM_017760.7
ENST00000240423.9	NCAPH	NM_015341.5
ENST00000420993.7	NCAPH2	NM_152299.4
ENST00000375147.8	NCBP1	NM_002486.5
ENST00000321256.10	NCBP2	NM_007362.5
ENST00000602845.2	NCBP2AS2	NM_001355243.2
ENST00000509000.3	NCBP2L	NM_001348372.2
ENST00000389005.6	NCBP3	NM_001114118.3
ENST00000339852.5	NCCRP1	NM_001001414.2
ENST00000373243.7	NCDN	NM_014284.3
ENST00000475381.7	NCEH1	NM_020792.6
ENST00000289473.10	NCF1	NM_000265.6
ENST00000367535.8	NCF2	NM_000433.4
ENST00000248899.11	NCF4	NM_000631.5
ENST00000481752.6	NCK1	NM_001291999.2
ENST00000233154.9	NCK2	NM_003581.5
ENST00000361354.9	NCKAP1	NM_013436.5
ENST00000293373.11	NCKAP1L	NM_005337.5
ENST00000409261.6	NCKAP5	NM_207363.3
ENST00000335999.7	NCKAP5L	NM_001037806.4
ENST00000294129.7	NCKIPSD	NM_016453.4
ENST00000322723.9	NCL	NM_005381.3
ENST00000246117.9	NCLN	NM_020170.4
ENST00000374392.3	NCMAP	NM_001010980.5
ENST00000452400.7	NCOA2	NM_006540.4
ENST00000371998.8	NCOA3	NM_181659.3
ENST00000581486.6	NCOA4	NM_001145263.2
ENST00000290231.11	NCOA5	NM_020967.3
ENST00000359003.7	NCOA6	NM_014071.5
ENST00000392477.7	NCOA7	NM_181782.5
ENST00000268712.8	NCOR1	NM_006311.4
ENST00000291890.9	NCR1	NM_004829.7
ENST00000373089.10	NCR2	NM_004828.4
ENST00000340027.10	NCR3	NM_147130.3
ENST00000338965.9	NCR3LG1	NM_001202439.3
ENST00000372398.6	NCS1	NM_014286.4
ENST00000294785.10	NCSTN	NM_015331.3
ENST00000371429.4	NDC1	NM_018087.5
ENST00000261597.9	NDC80	NM_006101.3
ENST00000396354.6	NDE1	NM_017668.3
ENST00000334527.12	NDEL1	NM_030808.5
ENST00000253814.6	NDFIP1	NM_030571.4
ENST00000649030.2	NDN	NM_002487.3
ENST00000379692.9	NDNF	NM_024574.4
ENST00000642620.1	NDP	NM_000266.4
ENST00000323851.13	NDRG1	NM_006096.4
ENST00000349004.6	NDRG3	NM_032013.4
ENST00000261797.7	NDST1	NM_001543.5
ENST00000309979.11	NDST2	NM_003635.4
ENST00000296499.6	NDST3	NM_004784.3
ENST00000264363.7	NDST4	NM_022569.3
ENST00000371437.5	NDUFA1	NM_004541.4
ENST00000252711.7	NDUFA10	NM_004544.4
ENST00000308961.5	NDUFA11	NM_175614.5
ENST00000327772.7	NDUFA12	NM_018838.5
ENST00000507754.9	NDUFA13	NM_015965.7
ENST00000252102.9	NDUFA2	NM_002488.5
ENST00000485876.6	NDUFA3	NM_004542.4
ENST00000339600.6	NDUFA4	NM_002489.4
ENST00000355749.7	NDUFA5	NM_005000.5
ENST00000498737.8	NDUFA6	NM_002490.6
ENST00000301457.3	NDUFA7	NM_005001.5
ENST00000373768.4	NDUFA8	NM_014222.3
ENST00000266544.10	NDUFA9	NM_005002.5
ENST00000007516.8	NDUFAB1	NM_005003.3
ENST00000260361.9	NDUFAF1	NM_016013.4
ENST00000296597.10	NDUFAF2	NM_174889.5
ENST00000326925.11	NDUFAF3	NM_199069.2
ENST00000316149.8	NDUFAF4	NM_014165.4
ENST00000378106.10	NDUFAF5	NM_024120.5
ENST00000396124.9	NDUFAF6	NM_152416.4
ENST00000002125.9	NDUFAF7	NM_144736.5
ENST00000431388.3	NDUFAF8	NM_001086521.2
ENST00000605997.6	NDUFB1	NM_004545.4
ENST00000268668.11	NDUFB10	NM_004548.3
ENST00000377811.4	NDUFB11	NM_001135998.3
ENST00000247866.9	NDUFB2	NM_004546.3
ENST00000237889.9	NDUFB3	NM_002491.3
ENST00000184266.3	NDUFB4	NM_004547.6
ENST00000259037.8	NDUFB5	NM_002492.4
ENST00000379847.8	NDUFB6	NM_002493.5
ENST00000215565.3	NDUFB7	NM_004146.6
ENST00000299166.9	NDUFB8	NM_005004.4
ENST00000276689.8	NDUFB9	NM_005005.3
ENST00000394223.2	NDUFC1	NM_001184989.2
ENST00000281031.5	NDUFC2	NM_004549.6
ENST00000233190.11	NDUFS1	NM_005006.7
ENST00000676972.1	NDUFS2	NM_001377299.1
ENST00000263774.9	NDUFS3	NM_004551.3
ENST00000296684.10	NDUFS4	NM_002495.4
ENST00000372969.8	NDUFS5	NM_004552.3
ENST00000274137.10	NDUFS6	NM_004553.6
ENST00000233627.14	NDUFS7	NM_024407.5
ENST00000313468.10	NDUFS8	NM_002496.4
ENST00000322776.11	NDUFV1	NM_007103.4
ENST00000318388.11	NDUFV2	NM_021074.5
ENST00000354250.7	NDUFV3	NM_021075.4
ENST00000397345.8	NEB	NM_001164508.2
ENST00000377122.9	NEBL	NM_006393.3
ENST00000417640.7	NECAB1	NM_022351.5
ENST00000246190.11	NECAB3	NM_031232.4
ENST00000339754.11	NECAP1	NM_015509.4
ENST00000337132.10	NECAP2	NM_018090.5
ENST00000264025.8	NECTIN1	NM_002855.5
ENST00000252483.10	NECTIN2	NM_001042724.2
ENST00000485303.6	NECTIN3	NM_015480.3
ENST00000368012.4	NECTIN4	NM_030916.3
ENST00000266742.9	NEDD1	NM_152905.4
ENST00000435532.8	NEDD4	NM_006154.4
ENST00000400345.8	NEDD4L	NM_001144967.3
ENST00000250495.10	NEDD8	NM_006156.3
ENST00000379446.10	NEDD9	NM_006403.4
ENST00000310624.7	NEFH	NM_021076.4
ENST00000610854.2	NEFL	NM_006158.5
ENST00000221166.10	NEFM	NM_005382.2
ENST00000357731.10	NEGR1	NM_173808.3
ENST00000355059.9	NEIL1	NM_024608.4
ENST00000284503.7	NEIL2	NM_145043.4
ENST00000264596.4	NEIL3	NM_018248.3
ENST00000507142.6	NEK1	NM_001199397.3
ENST00000383366.9	NEK11	NM_024800.5
ENST00000366999.9	NEK2	NM_002497.4
ENST00000610828.5	NEK3	NM_002498.3
ENST00000233027.10	NEK4	NM_003157.6
ENST00000320246.10	NEK6	NM_014397.6
ENST00000367385.9	NEK7	NM_133494.3
ENST00000268766.11	NEK8	NM_178170.3
ENST00000238616.10	NEK9	NM_033116.6
ENST00000382882.9	NELFA	NM_005663.5
ENST00000343053.6	NELFB	NM_015456.5
ENST00000652272.2	NELFCD	NM_198976.4
ENST00000375429.8	NELFE	NM_002904.6
ENST00000357134.10	NELL1	NM_006157.5
ENST00000429094.7	NELL2	NM_001145108.2
ENST00000298310.10	NEMF	NM_004713.6
ENST00000300128.9	NEMP1	NM_001130963.2
ENST00000409150.8	NEMP2	NM_001142645.2
ENST00000366988.5	NENF	NM_013349.5
ENST00000261908.11	NEO1	NM_002499.4
ENST00000314400.10	NEPRO	NM_015412.4
ENST00000368223.4	NES	NM_006617.2
ENST00000355029.9	NET1	NM_001047160.3
ENST00000327305.11	NETO1	NM_138966.5
ENST00000562435.6	NETO2	NM_018092.5
ENST00000375631.5	NEU1	NM_000434.4
ENST00000233840.3	NEU2	NM_005383.2
ENST00000294064.9	NEU3	NM_006656.6
ENST00000407683.6	NEU4	NM_001167600.3
ENST00000369800.6	NEURL1B	NM_001142651.3
ENST00000372518.5	NEURL2	NM_080749.4
ENST00000451794.6	NEURL3	NM_001285485.2
ENST00000399464.7	NEURL4	NM_032442.3
ENST00000295108.4	NEUROD1	NM_002500.5
ENST00000302584.5	NEUROD2	NM_006160.4
ENST00000242994.4	NEUROD4	NM_021191.3
ENST00000297142.4	NEUROD6	NM_022728.4
ENST00000314744.6	NEUROG1	NM_006161.3
ENST00000313341.4	NEUROG2	NM_024019.4
ENST00000242462.5	NEUROG3	NM_020999.4
ENST00000055682.12	NEXMIF	NM_001008537.3
ENST00000334785.12	NEXN	NM_144573.4
ENST00000358273.9	NF1	NM_001042492.3
ENST00000338641.10	NF2	NM_000268.4
ENST00000329021.10	NFAM1	NM_145912.8
ENST00000339876.11	NFASC	NM_001005388.3
ENST00000349945.7	NFAT5	NM_138713.4
ENST00000427363.7	NFATC1	NM_001278669.2
ENST00000371564.8	NFATC2	NM_012340.5
ENST00000346183.8	NFATC3	NM_173165.3
ENST00000250373.9	NFATC4	NM_004554.5
ENST00000435572.7	NFE2	NM_001136023.3
ENST00000362042.8	NFE2L1	NM_003204.3
ENST00000397062.8	NFE2L2	NM_006164.5
ENST00000056233.4	NFE2L3	NM_004289.7
ENST00000403491.8	NFIA	NM_001134673.4
ENST00000380953.6	NFIB	NM_001190737.2
ENST00000443272.3	NFIC	NM_001245002.2
ENST00000297689.4	NFIL3	NM_005384.3
ENST00000592199.6	NFIX	NM_001365902.3
ENST00000226574.9	NFKB1	NM_003998.4
ENST00000661543.1	NFKB2	NM_001322934.2
ENST00000216797.10	NFKBIA	NM_020529.3
ENST00000313582.6	NFKBIB	NM_002503.5
ENST00000619360.6	NFKBIE	NM_004556.3
ENST00000376148.9	NFKBIL1	NM_005007.4
ENST00000326172.9	NFKBIZ	NM_031419.4
ENST00000374092.9	NFS1	NM_021100.5
ENST00000410022.7	NFU1	NM_001002755.4
ENST00000379540.8	NFX1	NM_002504.6
ENST00000507489.2	NFXL1	NM_001278624.2
ENST00000240055.8	NFYB	NM_006166.4
ENST00000408901.8	NGDN	NM_001042635.2
ENST00000264051.8	NGEF	NM_019850.3
ENST00000369512.3	NGF	NM_002506.3
ENST00000172229.8	NGFR	NM_002507.4
ENST00000280700.10	NGLY1	NM_018297.4
ENST00000379095.5	NGRN	NM_001033088.3
ENST00000356853.10	NHEJ1	NM_024782.3
ENST00000302101.6	NHLH1	NM_005598.4
ENST00000320238.3	NHLH2	NM_005599.3
ENST00000340650.6	NHLRC1	NM_198586.3
ENST00000369301.3	NHLRC2	NM_198514.4
ENST00000379600.8	NHLRC3	NM_001012754.4
ENST00000424439.3	NHLRC4	NM_001301159.2
ENST00000274606.8	NHP2	NM_017838.4
ENST00000676302.1	NHS	NM_001291867.2
ENST00000367511.4	NIBAN1	NM_052966.4
ENST00000373312.4	NIBAN2	NM_022833.4
ENST00000599164.6	NIBAN3	NM_001321827.2
ENST00000273598.8	NICN1	NM_032316.3
ENST00000264187.7	NID1	NM_002508.3
ENST00000216286.10	NID2	NM_007361.4
ENST00000409020.6	NIF3L1	NM_001369441.2
ENST00000285814.9	NIFK	NM_032390.5
ENST00000326035.6	NIM1K	NM_153361.4
ENST00000530997.7	NIN	NM_020921.4
ENST00000375446.5	NINJ1	NM_004148.4
ENST00000278886.11	NINL	NM_025176.6
ENST00000254940.10	NIP7	NM_016101.5
ENST00000337435.9	NIPA1	NM_144599.5
ENST00000337451.8	NIPA2	NM_030922.7
ENST00000295461.10	NIPAL1	NM_207330.3
ENST00000430223.7	NIPAL2	NM_001321635.2
ENST00000374399.9	NIPAL3	NM_020448.5
ENST00000311946.8	NIPAL4	NM_001099287.2
ENST00000282516.13	NIPBL	NM_133433.4
ENST00000216121.12	NIPSNAP1	NM_003634.4
ENST00000322090.8	NIPSNAP2	NM_001483.3
ENST00000374767.5	NIPSNAP3A	NM_015469.3
ENST00000374762.4	NIPSNAP3B	NM_018376.4
ENST00000345716.9	NISCH	NM_007184.4
ENST00000368009.7	NIT1	NM_005600.3
ENST00000394140.9	NIT2	NM_020202.5
ENST00000373736.7	NKAIN1	NM_024522.3
ENST00000368417.6	NKAIN2	NM_001040214.3
ENST00000623646.3	NKAIN3	NM_001304533.3
ENST00000370316.8	NKAIN4	NM_152864.4
ENST00000371410.5	NKAP	NM_024528.4
ENST00000393047.8	NKAPD1	NM_018195.4
ENST00000343684.4	NKAPL	NM_001007531.3
ENST00000268459.6	NKD1	NM_033119.5
ENST00000296849.10	NKD2	NM_033120.4
ENST00000221978.10	NKG7	NM_005601.4
ENST00000425478.7	NKIRAS1	NM_020345.4
ENST00000393885.9	NKIRAS2	NM_017595.6
ENST00000232978.13	NKTR	NM_005385.4
ENST00000422806.2	NKX1-1	NM_001290079.1
ENST00000451024.5	NKX1-2	NM_001146340.3
ENST00000354822.7	NKX2-1	NM_001079668.3
ENST00000377142.5	NKX2-2	NM_002509.4
ENST00000344586.9	NKX2-3	NM_145285.3
ENST00000351817.5	NKX2-4	NM_033176.2
ENST00000329198.5	NKX2-5	NM_004387.4
ENST00000325017.4	NKX2-6	NM_001136271.3
ENST00000258829.6	NKX2-8	NM_014360.4
ENST00000380871.5	NKX3-1	NM_006167.4
ENST00000382438.6	NKX3-2	NM_001189.4
ENST00000295886.5	NKX6-1	NM_006168.3
ENST00000368592.8	NKX6-2	NM_177400.3
ENST00000518699.4	NKX6-3	NM_001364841.2
ENST00000442241.9	NLE1	NM_018096.5
ENST00000302926.7	NLGN2	NM_020795.4
ENST00000358741.4	NLGN3	NM_181303.2
ENST00000381095.8	NLGN4X	NM_181332.3
ENST00000407008.8	NLK	NM_016231.5
ENST00000380985.10	NLN	NM_020726.5
ENST00000359128.10	NLRC3	NM_178844.4
